pair_id,link1,link2,ia_link1,ia_link2,Geography,Entities,Time,Narrative,Overall,Style,Tone
60d45fdc0ab6b621bc524c7f,https://www.vice.com/en_us/article/akwa7p/these-are-the-impacts-of-trumps-coronavirus-fumblesand-how-to-protect-yourself,http://feeds.inquisitr.com/~r/google/yDYq/~3/7vNbN1BWHkw/,https://web.archive.org/web/www.vice.com/en_us/article/akwa7p/these-are-the-impacts-of-trumps-coronavirus-fumblesand-how-to-protect-yourself,https://web.archive.org/web/feeds.inquisitr.com/~r/google/yDYq/~3/7vNbN1BWHkw/,1.3333333333333333,2.0208333333333335,1.25,2.6041666666666665,2.375,2.9166666666666665,2.6666666666666665
60d45fdc0ab6b621bc524c80,https://www.foxbusiness.com/markets/stock-market-coronavirus-reaction-el-erian,https://www.foxbusiness.com/markets/central-bank-coronavirus-response-not-coordinated-enough-el-erian,https://web.archive.org/web/www.foxbusiness.com/markets/stock-market-coronavirus-reaction-el-erian,https://web.archive.org/web/www.foxbusiness.com/markets/central-bank-coronavirus-response-not-coordinated-enough-el-erian,2.4791666666666665,2.2708333333333335,1.1666666666666667,2.7291666666666665,2.6041666666666665,1.125,1.2083333333333333
60d45fdc0ab6b621bc524c81,https://www.livemint.com/news/india/rajan-urges-modi-to-prioritise-spending-on-poor-cautions-about-rise-in-bad-loans-11586103660943.html,https://www.livemint.com/news/india/don-t-panic-during-21-day-lockdown-essential-supplies-will-be-available-pm-modi-tells-citizens-11585067076969.html,https://web.archive.org/web/www.livemint.com/news/india/rajan-urges-modi-to-prioritise-spending-on-poor-cautions-about-rise-in-bad-loans-11586103660943.html,https://web.archive.org/web/www.livemint.com/news/india/don-t-panic-during-21-day-lockdown-essential-supplies-will-be-available-pm-modi-tells-citizens-11585067076969.html,1.125,2.7916666666666665,2.0416666666666665,3.125,3.0416666666666665,1.25,1.7916666666666667
60d45fdc0ab6b621bc524c82,https://timesofmalta.com/articles/view/our-words-shape-the-world-minister-colm-regan.779129,https://www.newsarawaktribune.com.my/some-people-acting-like-everythings-normal/,https://web.archive.org/web/timesofmalta.com/articles/view/our-words-shape-the-world-minister-colm-regan.779129,https://web.archive.org/web/www.newsarawaktribune.com.my/some-people-acting-like-everythings-normal/,3.9583333333333335,3.9583333333333335,1.0,3.9166666666666665,3.9583333333333335,2.7708333333333335,3.0
60d45fdc0ab6b621bc524c83,https://tribuneonlineng.com/covid-19-palliative-fails-to-reach-most-vulnerable-nigerians-%e2%80%95-nycn/,https://tribuneonlineng.com/covid-19-nycn-makes-case-for-youths-in-fgs-palliatives/,https://web.archive.org/web/tribuneonlineng.com/covid-19-palliative-fails-to-reach-most-vulnerable-nigerians-%e2%80%95-nycn/,https://web.archive.org/web/tribuneonlineng.com/covid-19-nycn-makes-case-for-youths-in-fgs-palliatives/,1.0,1.326086956521739,2.739130434782609,1.7826086956521738,1.8695652173913044,1.1304347826086956,1.3043478260869565
60d45fdc0ab6b621bc524c84,https://www.wsls.com/news/virginia/2020/04/15/virginia-sees-329-new-coronavirus-cases-now-reporting-6500-statewide/,https://www.whsv.com/content/news/VDH-confirms-1st-coronavirus-related-death-in-Virginia-568803331.html?dun,https://web.archive.org/web/www.wsls.com/news/virginia/2020/04/15/virginia-sees-329-new-coronavirus-cases-now-reporting-6500-statewide/,https://web.archive.org/web/www.whsv.com/content/news/VDH-confirms-1st-coronavirus-related-death-in-Virginia-568803331.html?dun,1.0,1.9130434782608696,2.869565217391304,2.4130434782608696,2.369565217391304,3.108695652173913,1.9130434782608696
60d45fdc0ab6b621bc524c85,http://feedproxy.google.com/~r/thedailybeast/articles/~3/991UCgQBz3Y/twitter-deleted-sheriff-clarkes-wildly-reckless-coronavirus-tweets-so-he-says-hes-going-to-parler,http://www.dailykos.com/stories/1928016,https://web.archive.org/web/feedproxy.google.com/~r/thedailybeast/articles/~3/991UCgQBz3Y/twitter-deleted-sheriff-clarkes-wildly-reckless-coronavirus-tweets-so-he-says-hes-going-to-parler,https://web.archive.org/web/www.dailykos.com/stories/1928016,1.0,1.2619047619047619,1.0952380952380953,1.3095238095238095,1.0952380952380953,1.3333333333333333,2.0476190476190474
60d45fdc0ab6b621bc524c86,https://www.thenews.com.pk/print/633063-k-electric-says-no-to-charging-bills-in-installments-extends-due-dates-for-bills-bellow-rs4-000,https://www.thenews.com.pk/latest/632961-cm-sindh-announces-province-wide-lockdown-to-combat-coronavirus,https://web.archive.org/web/www.thenews.com.pk/print/633063-k-electric-says-no-to-charging-bills-in-installments-extends-due-dates-for-bills-bellow-rs4-000,https://web.archive.org/web/www.thenews.com.pk/latest/632961-cm-sindh-announces-province-wide-lockdown-to-combat-coronavirus,1.0454545454545454,2.0681818181818183,1.0909090909090908,2.727272727272727,2.522727272727273,1.5227272727272727,1.4090909090909092
60d45fdc0ab6b621bc524c88,http://feedproxy.google.com/~r/businessinsider/~3/04NkWZpVhGQ/patient-thanks-medical-workers-hospital-window-note-critical-care-2020-3,https://wgno.com/news/health/coronavirus/covid-19-patient-leaves-heartwarming-message-of-thanks-on-room-window-at-ohio-clinic/,https://web.archive.org/web/feedproxy.google.com/~r/businessinsider/~3/04NkWZpVhGQ/patient-thanks-medical-workers-hospital-window-note-critical-care-2020-3,https://web.archive.org/web/wgno.com/news/health/coronavirus/covid-19-patient-leaves-heartwarming-message-of-thanks-on-room-window-at-ohio-clinic/,1.1363636363636365,1.2954545454545454,1.0,1.1818181818181819,1.0909090909090908,1.7954545454545454,1.1363636363636365
60d45fdc0ab6b621bc524c89,https://www.independent.co.uk/sport/football/world/andres-iniesta-interview-barcelona-kobe-coronavirus-a9476006.html,https://www.independent.co.uk/sport/football/premier-league/jan-vertonghen-tottenham-transfer-news-serie-a-laliga-a9479921.html,https://web.archive.org/web/www.independent.co.uk/sport/football/world/andres-iniesta-interview-barcelona-kobe-coronavirus-a9476006.html,https://web.archive.org/web/www.independent.co.uk/sport/football/premier-league/jan-vertonghen-tottenham-transfer-news-serie-a-laliga-a9479921.html,3.6136363636363638,3.3863636363636362,1.1363636363636365,3.272727272727273,3.3863636363636362,1.1363636363636365,1.8636363636363635
